NR.;CODICE UNIONE;REGIONE;PROVINCIA;DESCRIZIONE UNIONE DI COMUNI;DATA COSTITUZIONE;NR. COMUNI;COMUNI APPARTENENTI ALL'UNIONE;POP. UOMINI;POP. DONNE;POP. TOTALE
1;;;;;;;BORGO SAN MARTINO;720;750;1.470
2;;;;;;;BOZZOLE;158;173;331
3;;;;;;;FRASSINETO PO;725;746;1.471
4;;;;;;;GIAROLE;340;380;720
5;;;;;;;MIRABELLO MONFERRATO;698;703;1.401
6;;;;;;;OCCIMIANO;664;703;1.367
7;;;;;;;POMARO MONFERRATO;197;193;390
8;;;;;;;TICINETO;689;735;1.424
9;;;;;;;VALMACCA;496;559;1.055
0;1010026290;PIEMONTE;ALESSANDRIA;UNIONE DI COMUNI TERRE DI FIUME;27-Nov-2016;2;;2.343;2.528;4.871
1;;;;;;;MOLINO DEI TORTI;335;318;653
2;;;;;;;SALE;2.008;2.210;4.218
0;1010026150;PIEMONTE;ALESSANDRIA;UNIONE DI COMUNITA' COLLINARE BASSO GRUE-CURONE;1-Gen-2006;3;;2.277;2.374;4.651
1;;;;;;;CASALNOCETO;498;517;1.015
2;;;;;;;CASTELLAR GUIDOBONO;222;205;427
3;;;;;;;VIGUZZOLO;1.557;1.652;3.209
0;1010026140;PIEMONTE;ALESSANDRIA;UNIONE DI COMUNITA' COLLINARE DI MUNFRIN;1-Gen-2005;3;;1.096;1.177;2.273
1;;;;;;;FRASSINELLO MONFERRATO;252;281;533
2;;;;;;;OTTIGLIO;334;338;672
3;;;;;;;VIGNALE MONFERRATO;510;558;1.068
0;1010026270;PIEMONTE;ALESSANDRIA;UNIONE MONTANA ALTO MONFERRATO ALERAMICO;19-Gen-2016;4;;2.008;2.050;4.058
1;;;;;;;BISTAGNO;931;999;1.930
2;;;;;;;CASTELLETTO D'ERRO;72;78;150
3;;;;;;;PONZONE;546;525;1.071
4;;;;;;;TERZO;459;448;907
0;1010026210;PIEMONTE;ALESSANDRIA;UNIONE MONTANA SUOL D'ALERAMO;9-Lug-2013;9;;2.966;2.973;5.939
1;;;;;;;CARTOSIO;392;419;811
2;;;;;;;CAVATORE;149;152;301
3;;;;;;;DENICE;94;96;190
4;;;;;;;MELAZZO;665;650;1.315
5;;;;;;;MONTECHIARO D'ACQUI;284;284;568
6;;;;;;;MORBELLO;208;200;408
7;;;;;;;PARETO;320;282;602
8;;;;;;;PONTI;295;323;618
9;;;;;;;SPIGNO MONFERRATO;559;567;1.126
0;1010026260;PIEMONTE;ALESSANDRIA;UNIONE MONTANA TERRE ALTE;25-Ott-2014;9;;1.692;1.606;3.298
1;;;;;;;ALBERA LIGURE;174;155;329
2;;;;;;;BRIGNANO FRASCATA;224;227;451
3;;;;;;;CABELLA LIGURE;300;254;554
4;;;;;;;CANTALUPO LIGURE;262;287;549
5;;;;;;;CARREGA LIGURE;48;35;83
6;;;;;;;FABBRICA CURONE;327;368;695
7;;;;;;;MONGIARDINO LIGURE;98;79;177
8;;;;;;;MONTACUTO;168;138;306
9;;;;;;;ROCCAFORTE LIGURE;91;63;154
0;1010026230;PIEMONTE;ALESSANDRIA;UNIONE MONTANA TRA LANGA E ALTO MONFERRATO;14-Ott-2013;6;;1.665;1.646;3.311
1;;;;;;;CASSINELLE;481;456;937
2;;;;;;;GROGNARDO;156;140;296
3;;;;;;;MALVICINO;36;48;84
4;;;;;;;MERANA;100;85;185
5;;;;;;;PRASCO;272;280;552
6;;;;;;;VISONE;620;637;1.257
0;1010026280;PIEMONTE;ALESSANDRIA;UNIONE MONTANA VALLI CURONE GRUE E OSSONA;1-Apr-2015;15;;2.425;2.480;4.905
1;;;;;;;AVOLASCA;148;158;306
2;;;;;;;BERZANO DI TORTONA;87;84;171
3;;;;;;;CASASCO;69;55;124
4;;;;;;;CASTELLANIA COPPI;39;52;91
5;;;;;;;COSTA VESCOVATO;175;182;357
6;;;;;;;DERNICE;107;103;210
7;;;;;;;GARBAGNA;351;356;707
8;;;;;;;GREMIASCO;171;173;344
9;;;;;;;MOMPERONE;107;112;219
10;;;;;;;MONLEALE;286;307;593
11;;;;;;;MONTEGIOCO;174;152;326
12;;;;;;;MONTEMARZINO;164;177;341
13;;;;;;;POZZOL GROPPO;183;182;365
14;;;;;;;SAN SEBASTIANO CURONE;275;316;591
15;;;;;;;VOLPEGLINO;89;71;160
0;1010026240;PIEMONTE;ALESSANDRIA;VALLI BORBERA E SPINTI;18-Feb-2015;4;;3.519;3.687;7.206
1;;;;;;;BORGHETTO DI BORBERA;991;1.000;1.991
2;;;;;;;GRONDONA;273;272;545
3;;;;;;;STAZZANO;1.178;1.247;2.425
4;;;;;;;VIGNOLE BORBERA;1.077;1.168;2.245
0;1010076180;PIEMONTE;ASTI;COLLI DEL MONFERRATO;30-Dic-2014;2;;2.132;2.232;4.364
1;;;;;;;BALDICHIERI D'ASTI;554;560;1.114
2;;;;;;;VILLAFRANCA D'ASTI;1.578;1.672;3.250
0;1010076070;PIEMONTE;ASTI;COMUNITA' COLLINARE ALTO ASTIGIANO;1-Gen-2000;11;;4.833;4.883;9.716
1;;;;;;;ALBUGNANO;278;263;541
2;;;;;;;ARAMENGO;314;318;632
3;;;;;;;BERZANO DI SAN PIETRO;216;215;431
4;;;;;;;BUTTIGLIERA D'ASTI;1.302;1.250;2.552
5;;;;;;;CAPRIGLIO;145;155;300
6;;;;;;;CASTELNUOVO DON BOSCO;1.576;1.684;3.260
7;;;;;;;CERRETO D'ASTI;106;114;220
8;;;;;;;MONTAFIA;462;442;904
9;;;;;;;MORANSENGO;107;105;212
10;;;;;;;PASSERANO MARMORITO;218;225;443
11;;;;;;;PINO D'ASTI;109;112;221
0;1010076030;PIEMONTE;ASTI;COMUNITA' COLLINARE COLLINE ALFIERI;1-Gen-2000;2;;1.146;1.165;2.311
1;;;;;;;ANTIGNANO;500;525;1.025
2;;;;;;;CISTERNA D'ASTI;646;640;1.286
0;1010076010;PIEMONTE;ASTI;COMUNITA' COLLINARE TRA LANGA E MONFERRATO;1-Gen-2000;5;;6.717;6.947;13.664
1;;;;;;;CALOSSO;670;661;1.331
2;;;;;;;CASTAGNOLE DELLE LANZE;1.847;1.937;3.784
3;;;;;;;COAZZOLO;161;155;316
4;;;;;;;COSTIGLIOLE D'ASTI;2.937;3.032;5.969
5;;;;;;;MONTEGROSSO D'ASTI;1.102;1.162;2.264
0;1010076080;PIEMONTE;ASTI;COMUNITA' COLLINARE VAL RILATE;1-Gen-2000;13;;3.287;3.439;6.726
1;;;;;;;CAMERANO CASASCO;238;242;480
2;;;;;;;CHIUSANO D'ASTI;107;119;226
3;;;;;;;CINAGLIO;215;240;455
4;;;;;;;CORSIONE;103;102;205
5;;;;;;;CORTANZE;141;147;288
6;;;;;;;CORTAZZONE;325;332;657
7;;;;;;;COSSOMBRATO;264;277;541
8;;;;;;;FRINCO;372;359;731
9;;;;;;;MONTECHIARO D'ASTI;664;716;1.380
10;;;;;;;PIEA;307;305;612
11;;;;;;;SETTIME;283;298;581
12;;;;;;;SOGLIO;73;87;160
13;;;;;;;VILLA SAN SECONDO;195;215;410
0;1010076090;PIEMONTE;ASTI;COMUNITA' COLLINARE VAL TIGLIONE E DINTORNI;1-Gen-2000;7;;3.531;3.685;7.216
1;;;;;;;AGLIANO TERME;819;854;1.673
2;;;;;;;AZZANO D'ASTI;196;223;419
3;;;;;;;CASTELNUOVO CALCEA;372;393;765
4;;;;;;;MOMBERCELLI;1.143;1.200;2.343
5;;;;;;;MONTALDO SCARAMPI;382;406;788
6;;;;;;;ROCCA D'ARAZZO;470;474;944
7;;;;;;;VAGLIO SERRA;149;135;284
0;1010076040;PIEMONTE;ASTI;COMUNITA' COLLINARE VALTRIVERSA;1-Gen-2000;5;;1.584;1.546;3.130
1;;;;;;;CANTARANA;513;510;1.023
2;;;;;;;CASTELLERO;149;153;302
3;;;;;;;MARETTO;205;200;405
4;;;;;;;MONALE;527;499;1.026
5;;;;;;;ROATTO;190;184;374
0;1010076110;PIEMONTE;ASTI;COMUNITA' COLLINARE VIA FULVIA;1-Gen-2001;5;;3.516;3.653;7.169
1;;;;;;;CASTELLO DI ANNONE;950;978;1.928
2;;;;;;;CERRO TANARO;337;333;670
3;;;;;;;MASIO;733;732;1.465
4;;;;;;;REFRANCORE;797;872;1.669
5;;;;;;;ROCCHETTA TANARO;699;738;1.437
0;1010076050;PIEMONTE;ASTI;COMUNITA' COLLINARE VIGNE E VINI;1-Gen-2000;13;;9.970;10.402;20.372
1;;;;;;;BRUNO;164;187;351
2;;;;;;;CALAMANDRANA;877;907;1.784
3;;;;;;;CASTELLETTO MOLINA;82;102;184
4;;;;;;;CASTELNUOVO BELBO;454;441;895
5;;;;;;;CORTIGLIONE;287;289;576
6;;;;;;;FONTANILE;280;286;566
7;;;;;;;INCISA SCAPACCINO;1.148;1.128;2.276
8;;;;;;;MARANZANA;149;158;307
9;;;;;;;MOMBARUZZO;579;574;1.153
10;;;;;;;NIZZA MONFERRATO;4.981;5.391;10.372
11;;;;;;;QUARANTI;94;90;184
12;;;;;;;SAN MARZANO OLIVETO;537;530;1.067
13;;;;;;;VINCHIO;338;319;657
0;1010076060;PIEMONTE;ASTI;DEI COLLI DIVINI NEL CUORE DEL MONFERRATO;1-Gen-2000;6;;2.517;2.746;5.263
1;;;;;;;CASORZO;306;351;657
2;;;;;;;CASTAGNOLE MONFERRATO;625;646;1.271
3;;;;;;;GRANA;291;331;622
4;;;;;;;MONTEMAGNO;538;624;1.162
5;;;;;;;SCURZOLENGO;291;305;596
6;;;;;;;VIARIGI;466;489;955
0;1010076020;PIEMONTE;ASTI;MONFERRATO VALLE VERSA;1-Gen-2000;4;;3.403;3.614;7.017
1;;;;;;;CALLIANO;685;707;1.392
2;;;;;;;CASTELL'ALFERO;1.315;1.435;2.750
3;;;;;;;PORTACOMARO;957;1.019;1.976
4;;;;;;;TONCO;446;453;899
0;1010076200;PIEMONTE;ASTI;TERRE ASTIANE;20-Mar-2015;4;;2.114;2.171;4.285
1;;;;;;;BELVEGLIO;163;163;326
2;;;;;;;ISOLA D'ASTI;1.019;1.102;2.121
3;;;;;;;MONGARDINO;473;478;951
4;;;;;;;VIGLIANO D'ASTI;459;428;887
0;1010076140;PIEMONTE;ASTI;TERRE DI VINI E DI TARTUFI;29-Dic-2014;4;;5.640;5.780;11.420
1;;;;;;;CELLE ENOMONDO;230;250;480
2;;;;;;;REVIGLIASCO D'ASTI;414;419;833
3;;;;;;;SAN DAMIANO D'ASTI;4.153;4.220;8.373
4;;;;;;;TIGLIOLE;843;891;1.734
0;1010076150;PIEMONTE;ASTI;UNIONE DALLA PIANA ALLE COLLINE;10-Gen-2015;4;;2.918;2.961;5.879
1;;;;;;;CELLARENGO;338;376;714
2;;;;;;;DUSINO SAN MICHELE;520;524;1.044
3;;;;;;;FERRERE;792;810;1.602
4;;;;;;;VALFENERA;1.268;1.251;2.519
0;1010076170;PIEMONTE;ASTI;UNIONE DEI COMUNI TERRE DEL TARTUFO;23-Dic-2014;5;;2.428;2.644;5.072
1;;;;;;;CASTELLETTO MERLI;247;237;484
2;;;;;;;GRAZZANO BADOGLIO;300;318;618
3;;;;;;;MONCALVO;1.484;1.700;3.184
4;;;;;;;ODALENGO PICCOLO;138;132;270
5;;;;;;;PENANGO;259;257;516
0;1010076160;PIEMONTE;ASTI;UNIONE DI COMUNI CANELLI-MOASCA;20-Ott-2014;2;;5.318;5.721;11.039
1;;;;;;;CANELLI;5.080;5.489;10.569
2;;;;;;;MOASCA;238;232;470
0;1010076190;PIEMONTE;ASTI;UNIONE MONTANA LANGA ASTIGIANA VAL BORMIDA;31-Gen-2015;14;;3.102;3.163;6.265
1;;;;;;;BUBBIO;444;468;912
2;;;;;;;CASSINASCO;294;296;590
3;;;;;;;CASTEL BOGLIONE;324;290;614
4;;;;;;;CESSOLE;204;216;420
5;;;;;;;LOAZZOLO;161;176;337
6;;;;;;;MOMBALDONE;118;103;221
7;;;;;;;MONASTERO BORMIDA;454;552;1.006
8;;;;;;;MONTABONE;179;168;347
9;;;;;;;OLMO GENTILE;48;42;90
10;;;;;;;ROCCAVERANO;230;217;447
11;;;;;;;ROCCHETTA PALAFEA;173;174;347
12;;;;;;;SAN GIORGIO SCARAMPI;67;64;131
13;;;;;;;SEROLE;73;69;142
14;;;;;;;VESIME;333;328;661
0;1010076210;PIEMONTE;ASTI;UNIONE RIVIERA DEL MONFERRATO;6-Apr-2018;2;;1.098;1.146;2.244
1;;;;;;;COCCONATO;767;797;1.564
2;;;;;;;PIOVA' MASSAIA;331;349;680
0;1010076130;PIEMONTE;ASTI;UNIONE VALLI ASTIGIANE;18-Mar-2013;3;;1.177;1.299;2.476
1;;;;;;;CUNICO;252;276;528
2;;;;;;;MONTIGLIO MONFERRATO;793;894;1.687
3;;;;;;;VIALE;132;129;261
0;1010966030;PIEMONTE;BIELLA;COLLINE E RIVE DEL CERVO;22-Ott-2013;1;;691;740;1.431
1;;;;;;;MOTTALCIATA;691;740;1.431
0;1010966010;PIEMONTE;BIELLA;COMUNITA' COLLINARE TRA BARAGGIA E BRAMATERRA;1-Gen-2002;3;;665;708;1.373
1;;;;;;;CASTELLETTO CERVO;443;437;880
2;;;;;;;GIFFLENGA;63;67;130
3;;;;;;;VILLA DEL BOSCO;159;204;363
0;1010966040;PIEMONTE;BIELLA;UNIONE DEI COMUNI PREALPI BIELLESI;29-Apr-2014;4;;2.531;2.854;5.385
1;;;;;;;BRUSNENGO;1.000;1.168;2.168
2;;;;;;;CASAPINTA;207;247;454
3;;;;;;;MASSERANO;1.061;1.141;2.202
4;;;;;;;MEZZANA MORTIGLIENGO;263;298;561
0;1010966060;PIEMONTE;BIELLA;UNIONE MONTANA DEI COMUNI DEL BIELLESE ORIENTALE;22-Gen-2014;19;;12.735;13.708;26.443
1;;;;;;;AILOCHE;158;172;330
2;;;;;;;BIOGLIO;493;493;986
3;;;;;;;CALLABIANA;79;70;149
4;;;;;;;CAMANDONA;172;187;359
5;;;;;;;CAPRILE;108;98;206
6;;;;;;;COGGIOLA;951;1.045;1.996
7;;;;;;;CREVACUORE;781;829;1.610
8;;;;;;;CURINO;223;230;453
9;;;;;;;PETTINENGO;790;834;1.624
10;;;;;;;PIATTO;276;271;547
11;;;;;;;PORTULA;661;704;1.365
12;;;;;;;PRAY;1.073;1.234;2.307
13;;;;;;;SOSTEGNO;348;403;751
14;;;;;;;STRONA;570;587;1.157
15;;;;;;;VALDENGO;1.248;1.284;2.532
16;;;;;;;VALLANZENGO;116;123;239
17;;;;;;;VALLE SAN NICOLAO;551;535;1.086
18;;;;;;;VEGLIO;278;288;566
19;;;;;;;VIGLIANO BIELLESE;3.859;4.321;8.180
0;1010966070;PIEMONTE;BIELLA;UNIONE MONTANA VALLE DEL CERVO - LA BURSCH;16-Giu-2014;11;;7.402;7.772;15.174
1;;;;;;;ANDORNO MICCA;1.638;1.769;3.407
2;;;;;;;MIAGLIANO;298;340;638
3;;;;;;;PIEDICAVALLO;106;97;203
4;;;;;;;PRALUNGO;1.298;1.341;2.639
5;;;;;;;RONCO BIELLESE;768;746;1.514
6;;;;;;;ROSAZZA;45;42;87
7;;;;;;;SAGLIANO MICCA;780;874;1.654
8;;;;;;;TAVIGLIANO;492;468;960
9;;;;;;;TERNENGO;142;156;298
10;;;;;;;TOLLEGNO;1.292;1.353;2.645
11;;;;;;;ZUMAGLIA;543;586;1.129
0;1010966050;PIEMONTE;BIELLA;UNIONE MONTANA VALLE DELL'ELVO;25-Set-2014;15;;10.746;11.583;22.329
1;;;;;;;CAMBURZANO;588;639;1.227
2;;;;;;;DONATO;357;362;719
3;;;;;;;GRAGLIA;768;820;1.588
4;;;;;;;MAGNANO;197;181;378
5;;;;;;;MONGRANDO;1.924;2.053;3.977
6;;;;;;;MUZZANO;290;324;614
7;;;;;;;NETRO;508;507;1.015
8;;;;;;;OCCHIEPPO INFERIORE;1.863;2.117;3.980
9;;;;;;;OCCHIEPPO SUPERIORE;1.340;1.481;2.821
10;;;;;;;POLLONE;1.034;1.119;2.153
11;;;;;;;SALA BIELLESE;304;323;627
12;;;;;;;SORDEVOLO;633;697;1.330
13;;;;;;;TORRAZZO;107;117;224
14;;;;;;;ZIMONE;204;221;425
15;;;;;;;ZUBIENA;629;622;1.251
0;1010276010;PIEMONTE;CUNEO;COLLINE DI LANGA E DEL BAROLO;1-Gen-2001;15;;9.761;9.811;19.572
1;;;;;;;BAROLO;328;377;705
2;;;;;;;CASTIGLIONE FALLETTO;363;345;708
3;;;;;;;DOGLIANI;2.388;2.417;4.805
4;;;;;;;GRINZANE CAVOUR;948;990;1.938
5;;;;;;;LA MORRA;1.373;1.345;2.718
6;;;;;;;MONCHIERO;288;270;558
7;;;;;;;MONFORTE D'ALBA;1.007;1.035;2.042
8;;;;;;;MONTELUPO ALBESE;257;274;531
9;;;;;;;NOVELLO;518;505;1.023
10;;;;;;;RODDI;768;778;1.546
11;;;;;;;RODDINO;198;179;377
12;;;;;;;RODELLO;501;503;1.004
13;;;;;;;SERRALUNGA D'ALBA;276;248;524
14;;;;;;;SINIO;264;252;516
15;;;;;;;VERDUNO;284;293;577
0;1010276090;PIEMONTE;CUNEO;COMUNITA' COLLINARE ROERO TARTUFO ED ARNEIS;1-Gen-2011;3;;2.621;2.659;5.280
1;;;;;;;MONTEU ROERO;822;845;1.667
2;;;;;;;SANTO STEFANO ROERO;671;736;1.407
3;;;;;;;VEZZA D'ALBA;1.128;1.078;2.206
0;1010276260;PIEMONTE;CUNEO;UNIONE COLLINE DEL RIDDONE;20-Mag-2020;2;;1.613;1.672;3.285
1;;;;;;;CORNELIANO D'ALBA;987;1.050;2.037
2;;;;;;;PIOBESI D'ALBA;626;622;1.248
0;1010276210;PIEMONTE;CUNEO;UNIONE DEI COMUNI CASTELLI TRA ROERO E MONFERRATO;30-Dic-2015;3;;1.855;1.911;3.766
1;;;;;;;CASTELLINALDO D'ALBA;459;438;897
2;;;;;;;GOVONE;1.034;1.123;2.157
3;;;;;;;SAN MARTINO ALFIERI;362;350;712
0;1010276050;PIEMONTE;CUNEO;UNIONE DEI COMUNI TERRE DELLA PIANURA;1-Gen-2006;3;;12.366;12.981;25.347
1;;;;;;;MARENE;1.511;1.544;3.055
2;;;;;;;MONASTEROLO DI SAVIGLIANO;656;701;1.357
3;;;;;;;SAVIGLIANO;10.199;10.736;20.935
0;1010276030;PIEMONTE;CUNEO;UNIONE DEL FOSSANESE;1-Gen-2004;5;;16.935;17.101;34.036
1;;;;;;;CERVERE;1.075;1.087;2.162
2;;;;;;;FOSSANO;12.281;12.429;24.710
3;;;;;;;GENOLA;1.284;1.312;2.596
4;;;;;;;SANT'ALBANO STURA;1.213;1.167;2.380
5;;;;;;;TRINITA';1.082;1.106;2.188
0;1010276200;PIEMONTE;CUNEO;UNIONE MONTANA ALPI DEL MARE;28-Set-2015;5;;9.917;10.081;19.998
1;;;;;;;BOVES;4.819;4.906;9.725
2;;;;;;;CHIUSA DI PESIO;1.829;1.901;3.730
3;;;;;;;PEVERAGNO;2.718;2.763;5.481
4;;;;;;;ROASCHIA;75;63;138
5;;;;;;;VALDIERI;476;448;924
0;1010276230;PIEMONTE;CUNEO;UNIONE MONTANA ALPI MARITTIME;12-Mar-2016;5;;4.369;4.445;8.814
1;;;;;;;ENTRACQUE;416;391;807
2;;;;;;;LIMONE PIEMONTE;743;747;1.490
3;;;;;;;ROBILANTE;1.203;1.221;2.424
4;;;;;;;ROCCAVIONE;1.425;1.451;2.876
5;;;;;;;VERNANTE;582;635;1.217
0;1010276110;PIEMONTE;CUNEO;UNIONE MONTANA ALTA LANGA;20-Mag-2014;35;;9.167;9.218;18.385
1;;;;;;;ALBARETTO DELLA TORRE;133;126;259
2;;;;;;;ARGUELLO;102;99;201
3;;;;;;;BENEVELLO;237;220;457
4;;;;;;;BERGOLO;32;35;67
5;;;;;;;BORGOMALE;199;190;389
6;;;;;;;BOSIA;88;93;181
7;;;;;;;BOSSOLASCO;328;348;676
8;;;;;;;CAMERANA;325;330;655
9;;;;;;;CASTELLETTO UZZONE;195;170;365
10;;;;;;;CASTINO;258;242;500
11;;;;;;;CERRETTO LANGHE;242;213;455
12;;;;;;;CISSONE;44;38;82
13;;;;;;;CORTEMILIA;1.168;1.220;2.388
14;;;;;;;COSSANO BELBO;516;514;1.030
15;;;;;;;CRAVANZANA;196;212;408
16;;;;;;;FEISOGLIO;172;172;344
17;;;;;;;GORZEGNO;163;159;322
18;;;;;;;GOTTASECCA;90;84;174
19;;;;;;;IGLIANO;43;41;84
20;;;;;;;LEQUIO BERRIA;262;232;494
21;;;;;;;LEVICE;125;121;246
22;;;;;;;MOMBARCARO;131;143;274
23;;;;;;;MONESIGLIO;341;371;712
24;;;;;;;NIELLA BELBO;199;202;401
25;;;;;;;PAROLDO;114;114;228
26;;;;;;;PERLETTO;159;146;305
27;;;;;;;PEZZOLO VALLE UZZONE;172;182;354
28;;;;;;;PRUNETTO;233;238;471
29;;;;;;;ROCCHETTA BELBO;93;88;181
30;;;;;;;SAN BENEDETTO BELBO;96;95;191
31;;;;;;;SANTO STEFANO BELBO;2.079;2.176;4.255
32;;;;;;;SERRAVALLE LANGHE;175;148;323
33;;;;;;;SOMANO;179;182;361
34;;;;;;;TORRE BORMIDA;108;103;211
35;;;;;;;TREZZO TINELLA;170;171;341
0;1010276130;PIEMONTE;CUNEO;UNIONE MONTANA ALTA VAL TANARO;20-Nov-2014;9;;3.787;3.902;7.689
1;;;;;;;ALTO;62;59;121
2;;;;;;;BAGNASCO;505;533;1.038
3;;;;;;;BRIGA ALTA;29;19;48
4;;;;;;;CAPRAUNA;63;57;120
5;;;;;;;GARESSIO;1.617;1.745;3.362
6;;;;;;;NUCETTO;221;211;432
7;;;;;;;ORMEA;862;861;1.723
8;;;;;;;PERLO;67;59;126
9;;;;;;;PRIOLA;361;358;719
0;1010276220;PIEMONTE;CUNEO;UNIONE MONTANA BARGE - BAGNOLO;24-Apr-2014;2;;6.899;7.002;13.901
1;;;;;;;BAGNOLO PIEMONTE;2.978;3.062;6.040
2;;;;;;;BARGE;3.921;3.940;7.861
0;1010276140;PIEMONTE;CUNEO;UNIONE MONTANA DEI COMUNI DEL MONVISO;11-Mar-2014;8;;3.490;3.510;7.000
1;;;;;;;BRONDELLO;155;132;287
2;;;;;;;CRISSOLO;99;73;172
3;;;;;;;GAMBASCA;211;197;408
4;;;;;;;ONCINO;50;32;82
5;;;;;;;OSTANA;47;34;81
6;;;;;;;PAESANA;1.389;1.479;2.868
7;;;;;;;PAGNO;287;285;572
8;;;;;;;SANFRONT;1.252;1.278;2.530
0;1010276240;PIEMONTE;CUNEO;UNIONE MONTANA DEL MONTE REGALE;31-Mag-2016;5;;3.275;3.386;6.661
1;;;;;;;BRIAGLIA;168;156;324
2;;;;;;;MONASTEROLO CASOTTO;51;50;101
3;;;;;;;NIELLA TANARO;509;526;1.035
4;;;;;;;SAN MICHELE MONDOVI';985;1.049;2.034
5;;;;;;;VICOFORTE;1.562;1.605;3.167
0;1010276180;PIEMONTE;CUNEO;UNIONE MONTANA DELLE VALLI MONREGALESI;28-Gen-2015;5;;1.566;1.660;3.226
1;;;;;;;MONASTERO DI VASCO;627;692;1.319
2;;;;;;;MONTALDO DI MONDOVI';271;300;571
3;;;;;;;PAMPARATO;171;158;329
4;;;;;;;ROBURENT;259;254;513
5;;;;;;;TORRE MONDOVI';238;256;494
0;1010276250;PIEMONTE;CUNEO;UNIONE MONTANA MONDOLE;1-Giu-2016;5;;6.220;6.228;12.448
1;;;;;;;FRABOSA SOPRANA;408;407;815
2;;;;;;;FRABOSA SOTTANA;786;708;1.494
3;;;;;;;PIANFEI;1.111;1.111;2.222
4;;;;;;;ROCCAFORTE MONDOVI';1.113;1.035;2.148
5;;;;;;;VILLANOVA MONDOVI';2.802;2.967;5.769
0;1010276170;PIEMONTE;CUNEO;UNIONE MONTANA VALLE GRANA;20-Mag-2014;8;;8.599;8.670;17.269
1;;;;;;;BERNEZZO;1.820;1.965;3.785
2;;;;;;;CARAGLIO;3.357;3.398;6.755
3;;;;;;;CASTELMAGNO;53;29;82
4;;;;;;;CERVASCA;2.434;2.370;4.804
5;;;;;;;MONTEMALE DI CUNEO;112;106;218
6;;;;;;;MONTEROSSO GRANA;271;265;536
7;;;;;;;PRADLEVES;140;132;272
8;;;;;;;VALGRANA;412;405;817
0;1010276160;PIEMONTE;CUNEO;UNIONE MONTANA VALLE MAIRA;7-Mag-2014;13;;5.774;5.990;11.764
1;;;;;;;ACCEGLIO;85;89;174
2;;;;;;;CANOSIO;48;34;82
3;;;;;;;CARTIGNANO;94;84;178
4;;;;;;;CELLE DI MACRA;54;39;93
5;;;;;;;DRONERO;3.481;3.724;7.205
6;;;;;;;ELVA;51;43;94
7;;;;;;;MACRA;26;26;52
8;;;;;;;MARMORA;38;36;74
9;;;;;;;PRAZZO;83;92;175
10;;;;;;;ROCCABRUNA;775;814;1.589
11;;;;;;;SAN DAMIANO MACRA;227;212;439
12;;;;;;;STROPPO;54;53;107
13;;;;;;;VILLAR SAN COSTANZO;758;744;1.502
0;1010276190;PIEMONTE;CUNEO;UNIONE MONTANA VALLE STURA;23-Mag-2014;13;;9.822;10.149;19.971
1;;;;;;;AISONE;125;129;254
2;;;;;;;ARGENTERA;43;36;79
3;;;;;;;BORGO SAN DALMAZZO;5.995;6.377;12.372
4;;;;;;;DEMONTE;1.024;1.035;2.059
5;;;;;;;GAIOLA;314;286;600
6;;;;;;;MOIOLA;131;121;252
7;;;;;;;PIETRAPORZIO;50;41;91
8;;;;;;;RITTANA;63;72;135
9;;;;;;;ROCCASPARVERA;370;367;737
10;;;;;;;SAMBUCO;50;50;100
11;;;;;;;VALLORIATE;65;56;121
12;;;;;;;VIGNOLO;1.242;1.245;2.487
13;;;;;;;VINADIO;350;334;684
0;1010276150;PIEMONTE;CUNEO;UNIONE MONTANA VALLE VARAITA;14-Gen-2014;7;;3.410;3.344;6.754
1;;;;;;;BELLINO;73;62;135
2;;;;;;;BROSSASCO;580;529;1.109
3;;;;;;;COSTIGLIOLE SALUZZO;1.682;1.662;3.344
4;;;;;;;FRASSINO;148;142;290
5;;;;;;;ISASCA;46;32;78
6;;;;;;;MELLE;158;168;326
7;;;;;;;VENASCA;723;749;1.472
0;1010276120;PIEMONTE;CUNEO;UNIONE MONTANA VALLI MONGIA E CEVETTA-LANGA CEBANA-ALTA VALLE BORMIDA;14-Nov-2014;18;;5.949;6.174;12.123
1;;;;;;;BATTIFOLLO;118;116;234
2;;;;;;;CASTELLINO TANARO;169;168;337
3;;;;;;;CASTELNUOVO DI CEVA;63;76;139
4;;;;;;;CEVA;2.821;2.936;5.757
5;;;;;;;CIGLIE';98;98;196
6;;;;;;;LESEGNO;406;448;854
7;;;;;;;LISIO;107;107;214
8;;;;;;;MOMBASIGLIO;284;332;616
9;;;;;;;MONTEZEMOLO;146;124;270
10;;;;;;;PRIERO;240;247;487
11;;;;;;;ROASCIO;45;38;83
12;;;;;;;ROCCA CIGLIE';70;84;154
13;;;;;;;SALE DELLE LANGHE;278;247;525
14;;;;;;;SALE SAN GIOVANNI;88;90;178
15;;;;;;;SALICETO;668;714;1.382
16;;;;;;;SCAGNELLO;105;102;207
17;;;;;;;TORRESINA;30;35;65
18;;;;;;;VIOLA;213;212;425
0;1010276100;PIEMONTE;CUNEO;UNIONE TERRE DAI MILLE COLORI;19-Lug-2014;3;;1.734;1.683;3.417
1;;;;;;;CASALGRASSO;718;730;1.448
2;;;;;;;LOMBRIASCO;540;516;1.056
3;;;;;;;OSASIO;476;437;913
0;1010526020;PIEMONTE;NOVARA;BASSA SESIA;1-Gen-2001;6;;2.529;2.731;5.260
